URI,wareki,year
nij02-nijl_nijl_nijl_azumakagami_0000024280,嘉禎元年十二月二十一日,C.E. 1236-01-30
nij02-nijl_nijl_nijl_azumakagami_0000020553,建保七年正月二十七日,C.E. 1219-02-13
nij02-nijl_nijl_nijl_azumakagami_0000022832,寛喜二年八月二十一日,C.E. 1230-09-29
nij02-nijl_nijl_nijl_azumakagami_0000000147,序小見出名なし,
nij02-nijl_nijl_nijl_azumakagami_0000031233,建長三年正月五日,C.E. 1251-01-28
nij02-nijl_nijl_nijl_azumakagami_0000031630,建長三年八月十五日,C.E. 1251-09-02
nij02-nijl_nijl_nijl_azumakagami_0000012577,建久三年七月二十六日,C.E. 1192-09-04
nij02-nijl_nijl_nijl_azumakagami_0000014745,建久六年八月十六日,C.E. 1195-09-21
nij02-nijl_nijl_nijl_azumakagami_0000031332,建長三年正月二十日,C.E. 1251-02-12
nij02-nijl_nijl_nijl_azumakagami_0000014772,建久六年九月十八日,C.E. 1195-10-22
nij02-nijl_nijl_nijl_azumakagami_0000011973,建久二年六月二十三日,C.E. 1191-07-16
nij02-nijl_nijl_nijl_azumakagami_0000002701,寿永三年三月十八日,C.E. 1184-04-30
nij02-nijl_nijl_nijl_azumakagami_0000001172,治承四年十一月八日,C.E. 1180-11-26
nij02-nijl_nijl_nijl_azumakagami_0000033972,建長六年八月十五日,C.E. 1254-09-28
nij02-nijl_nijl_nijl_azumakagami_0000021563,承久三年八月二日,C.E. 1221-08-20
nij02-nijl_nijl_nijl_azumakagami_0000000166,第一部小見出名なし,
nij02-nijl_nijl_nijl_azumakagami_0000036799,正元二年正月十二日,C.E. 1260-02-24
nij02-nijl_nijl_nijl_azumakagami_0000013044,建久四年三月十三日,C.E. 1193-04-16
nij02-nijl_nijl_nijl_azumakagami_0000022766,寛喜二年六月十四日,C.E. 1230-07-25
nij02-nijl_nijl_nijl_azumakagami_0000031854,建長三年十二月七日,C.E. 1252-01-19
nij02-nijl_nijl_nijl_azumakagami_0000015980,建仁元年十一月十三日,C.E. 1201-12-10
nij02-nijl_nijl_nijl_azumakagami_0000023579,文暦二年六月三十日,C.E. 1235-07-16
nij02-nijl_nijl_nijl_azumakagami_0000010496,建久元年五月十三日,C.E. 1190-06-17
nij02-nijl_nijl_nijl_azumakagami_0000012510,建久三年五月二十六日,C.E. 1192-07-07
nij02-nijl_nijl_nijl_azumakagami_0000025178,嘉禎四年正月三日,C.E. 1238-01-20
nij02-nijl_nijl_nijl_azumakagami_0000030627,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000013969,建久五年十月二十五日,C.E. 1194-12-09
nij02-nijl_nijl_nijl_azumakagami_0000019521,建保二年三月九日／十一日条別巻,C.E. 1214-04-20
nij02-nijl_nijl_nijl_azumakagami_0000021482,承久三年七月十日,C.E. 1221-07-30
nij02-nijl_nijl_nijl_azumakagami_0000025329,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000024958,嘉禎三年六月十六日,C.E. 1237-07-09
nij02-nijl_nijl_nijl_azumakagami_0000027324,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000029296,宝治元年六月二日,C.E. 1247-07-05
nij02-nijl_nijl_nijl_azumakagami_0000042213,補遺・寛喜三年正月二十九日,
nij02-nijl_nijl_nijl_azumakagami_0000035466,正嘉元年十月一日,C.E. 1257-11-08
nij02-nijl_nijl_nijl_azumakagami_0000032494,建長四年五月十七日,C.E. 1252-06-25
nij02-nijl_nijl_nijl_azumakagami_0000024233,嘉禎元年十月二日,C.E. 1235-11-13
nij02-nijl_nijl_nijl_azumakagami_0000008506,文治四年十二月二十四日,C.E. 1189-01-12
nij02-nijl_nijl_nijl_azumakagami_0000033758,建長六年三月十二日,C.E. 1254-04-01
nij02-nijl_nijl_nijl_azumakagami_0000006016,文治二年六月二日,C.E. 1186-06-20
nij02-nijl_nijl_nijl_azumakagami_0000030897,建長二年八月十八日,C.E. 1250-09-15
nij02-nijl_nijl_nijl_azumakagami_0000005255,文治二年正月二十一日,C.E. 1186-02-12
nij02-nijl_nijl_nijl_azumakagami_0000006744,文治三年二月九日,C.E. 1187-03-20
nij02-nijl_nijl_nijl_azumakagami_0000017703,承元三年二月三日,C.E. 1209-03-10
nij02-nijl_nijl_nijl_azumakagami_0000029874,宝治二年十二月二十九日,C.E. 1249-01-14
nij02-nijl_nijl_nijl_azumakagami_0000002614,寿永三年三月一日,C.E. 1184-04-13
nij02-nijl_nijl_nijl_azumakagami_0000031736,建長三年九月二十八日,C.E. 1251-10-14
nij02-nijl_nijl_nijl_azumakagami_0000001309,治承四年十二月二十二日,C.E. 1181-01-09
nij02-nijl_nijl_nijl_azumakagami_0000020300,建保六年六月二十七日,C.E. 1218-07-21
nij02-nijl_nijl_nijl_azumakagami_0000031445,建長三年五月十五日,C.E. 1251-06-05
nij02-nijl_nijl_nijl_azumakagami_0000039825,文永二年五月二十三日,C.E. 1265-07-07
nij02-nijl_nijl_nijl_azumakagami_0000017412,建永二年六月二十二日,C.E. 1207-07-18
nij02-nijl_nijl_nijl_azumakagami_0000042803,補遺・延応元年七月十五日,
nij02-nijl_nijl_nijl_azumakagami_0000004461,元暦二年八月二十九日,C.E. 1185-09-24
nij02-nijl_nijl_nijl_azumakagami_0000037494,文応元年十一月二十七日,C.E. 1260-12-30
nij02-nijl_nijl_nijl_azumakagami_0000004229,元暦二年六月七日,C.E. 1185-07-05
nij02-nijl_nijl_nijl_azumakagami_0000010717,建久元年九月三日,C.E. 1190-10-03
nij02-nijl_nijl_nijl_azumakagami_0000010912,建久元年十月二十五日,C.E. 1190-11-24
nij02-nijl_nijl_nijl_azumakagami_0000008573,文治五年二月二十六日,C.E. 1189-03-14
nij02-nijl_nijl_nijl_azumakagami_0000015401,正治二年二月六日,C.E. 1200-02-21
nij02-nijl_nijl_nijl_azumakagami_0000040380,補遺・建保三年二月二日,
nij02-nijl_nijl_nijl_azumakagami_0000016729,元久元年二月二十一日,C.E. 1204-03-24
nij02-nijl_nijl_nijl_azumakagami_0000003972,元暦二年四月二十六日,C.E. 1185-05-27
nij02-nijl_nijl_nijl_azumakagami_0000009117,文治五年七月十九日,C.E. 1189-09-01
nij02-nijl_nijl_nijl_azumakagami_0000022002,貞応三年六月十日,C.E. 1224-06-28
nij02-nijl_nijl_nijl_azumakagami_0000029127,寛元五年二月六日,C.E. 1247-03-14
nij02-nijl_nijl_nijl_azumakagami_0000015767,建仁元年三月四日,C.E. 1201-04-08
nij02-nijl_nijl_nijl_azumakagami_0000012128,建久二年十月十日,C.E. 1191-10-29
nij02-nijl_nijl_nijl_azumakagami_0000036346,正嘉二年六月十一日,C.E. 1258-07-13
nij02-nijl_nijl_nijl_azumakagami_0000010933,建久元年十一月二日,C.E. 1190-11-30
nij02-nijl_nijl_nijl_azumakagami_0000015846,建仁元年六月一日,C.E. 1201-07-02
nij02-nijl_nijl_nijl_azumakagami_0000034771,建長八年八月二十三日,C.E. 1256-09-13
nij02-nijl_nijl_nijl_azumakagami_0000022444,安貞二年七月二十五日,C.E. 1228-08-26
nij02-nijl_nijl_nijl_azumakagami_0000032095,建長四年四月一日,C.E. 1252-05-10
nij02-nijl_nijl_nijl_azumakagami_0000016205,建仁二年十月二十九日,C.E. 1202-11-15
nij02-nijl_nijl_nijl_azumakagami_0000035027,康元二年二月二十六日,C.E. 1257-03-13
nij02-nijl_nijl_nijl_azumakagami_0000021241,承久三年六月十六日,C.E. 1221-07-07
nij02-nijl_nijl_nijl_azumakagami_0000028386,寛元三年三月十九日,C.E. 1245-04-17
nij02-nijl_nijl_nijl_azumakagami_0000017153,元久二年八月二日,C.E. 1205-09-16
nij02-nijl_nijl_nijl_azumakagami_0000033999,建長六年八月十五日,C.E. 1254-09-28
nij02-nijl_nijl_nijl_azumakagami_0000001824,養和元年九月二十七日,C.E. 1181-11-05
nij02-nijl_nijl_nijl_azumakagami_0000039486,弘長三年八月二十六日,C.E. 1263-09-29
nij02-nijl_nijl_nijl_azumakagami_0000016148,建仁二年八月十八日,C.E. 1202-09-05
nij02-nijl_nijl_nijl_azumakagami_0000008453,文治四年十二月十一日,C.E. 1188-12-30
nij02-nijl_nijl_nijl_azumakagami_0000023307,貞永元年十一月二十九日,C.E. 1233-01-11
nij02-nijl_nijl_nijl_azumakagami_0000024979,嘉禎三年六月二十三日,C.E. 1237-07-16
nij02-nijl_nijl_nijl_azumakagami_0000034871,康元元年十二月十三日,C.E. 1256-12-31
nij02-nijl_nijl_nijl_azumakagami_0000035140,正嘉元年六月一日,C.E. 1257-07-13
nij02-nijl_nijl_nijl_azumakagami_0000039990,文永二年十一月二十日,C.E. 1265-12-28
nij02-nijl_nijl_nijl_azumakagami_0000042791,補遺・延応元年七月十五日,
nij02-nijl_nijl_nijl_azumakagami_0000013150,建久四年五月十六日,C.E. 1193-06-16
nij02-nijl_nijl_nijl_azumakagami_0000035971,正嘉二年正月十一日,C.E. 1258-02-15
nij02-nijl_nijl_nijl_azumakagami_0000034057,建長六年十一月十六日,C.E. 1254-12-27
nij02-nijl_nijl_nijl_azumakagami_0000025877,嘉禎四年十月十四日,C.E. 1238-11-21
nij02-nijl_nijl_nijl_azumakagami_0000027394,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000010684,建久元年八月十六日,C.E. 1190-09-17
nij02-nijl_nijl_nijl_azumakagami_0000021977,貞応三年五月四日,C.E. 1224-05-23
nij02-nijl_nijl_nijl_azumakagami_0000037708,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000030438,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000036956,正元二年二月二十日,C.E. 1260-04-02
nij02-nijl_nijl_nijl_azumakagami_0000016180,建仁二年九月十八日,C.E. 1202-10-05
nij02-nijl_nijl_nijl_azumakagami_0000025410,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000039339,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000031291,建長三年正月十一日,C.E. 1251-02-03
nij02-nijl_nijl_nijl_azumakagami_0000023195,寛喜四年三月三日／九日条別巻／十三日条別巻／十四日条別巻／十五日条別巻,C.E. 1232-03-26
nij02-nijl_nijl_nijl_azumakagami_0000036116,正嘉二年三月十九日,C.E. 1258-04-24
nij02-nijl_nijl_nijl_azumakagami_0000019543,建保二年四月二十三日,C.E. 1214-06-02
nij02-nijl_nijl_nijl_azumakagami_0000025816,嘉禎四年九月十一日,C.E. 1238-10-20
nij02-nijl_nijl_nijl_azumakagami_0000030843,建長二年六月二十四日,C.E. 1250-07-24
nij02-nijl_nijl_nijl_azumakagami_0000034895,康元二年十二月二十五日,C.E. 1258-01-30
nij02-nijl_nijl_nijl_azumakagami_0000022552,寛喜元年三月二十六日／二十八日条別巻,C.E. 1229-04-21
nij02-nijl_nijl_nijl_azumakagami_0000034754,建長八年八月二十三日,C.E. 1256-09-13
nij02-nijl_nijl_nijl_azumakagami_0000002888,元暦元年五月三日,C.E. 1184-06-12
nij02-nijl_nijl_nijl_azumakagami_0000022606,寛喜元年十月二十二日,C.E. 1229-11-09
nij02-nijl_nijl_nijl_azumakagami_0000014843,建久六年十一月十三日,C.E. 1195-12-16
nij02-nijl_nijl_nijl_azumakagami_0000036186,正嘉二年五月十四日,C.E. 1258-06-17
nij02-nijl_nijl_nijl_azumakagami_0000037952,文応二年二月七日,C.E. 1261-03-09
nij02-nijl_nijl_nijl_azumakagami_0000029984,宝治二年二月十八日,C.E. 1248-03-14
nij02-nijl_nijl_nijl_azumakagami_0000003962,元暦二年四月二十六日,C.E. 1185-05-27
nij02-nijl_nijl_nijl_azumakagami_0000039711,文永二年正月十五日,C.E. 1265-02-02
nij02-nijl_nijl_nijl_azumakagami_0000006831,文治三年三月十八日,C.E. 1187-04-28
nij02-nijl_nijl_nijl_azumakagami_0000042933,補遺・延応二年六月十五日,
nij02-nijl_nijl_nijl_azumakagami_0000013544,建久四年十一月二十八日,C.E. 1193-12-23
nij02-nijl_nijl_nijl_azumakagami_0000007175,文治三年八月四日,C.E. 1187-09-07
nij02-nijl_nijl_nijl_azumakagami_0000027187,仁治四年正月五日,C.E. 1243-01-26
nij02-nijl_nijl_nijl_azumakagami_0000022870,寛喜二年十二月九日／十日条別巻,C.E. 1231-01-13
nij02-nijl_nijl_nijl_azumakagami_0000029466,宝治元年六月八日,C.E. 1247-07-11
nij02-nijl_nijl_nijl_azumakagami_0000034095,建長六年十二月十二日,C.E. 1255-01-21
nij02-nijl_nijl_nijl_azumakagami_0000026226,延応元年十月八日,C.E. 1239-11-05
nij02-nijl_nijl_nijl_azumakagami_0000030489,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000017282,元久三年三月十二日,C.E. 1206-04-21
nij02-nijl_nijl_nijl_azumakagami_0000023380,天福元年五月二十七日／六月八日条別巻／六月十二日条別巻／六月十九日条別巻／六月二十日別巻／六月二十五日条別巻／六月二十七日別巻／七月九日条別巻／七月十日条別巻／七月十一日条別巻／七月二十日条別巻／七月二十一日条別巻／八月十五日条別巻／八月十六日条別巻,C.E. 1233-07-06
nij02-nijl_nijl_nijl_azumakagami_0000014473,建久六年四月十日,C.E. 1195-05-21
nij02-nijl_nijl_nijl_azumakagami_0000037593,文応元年十二月二十六日,C.E. 1261-01-28
nij02-nijl_nijl_nijl_azumakagami_0000002051,養和二年五月十九日,C.E. 1182-06-21
nij02-nijl_nijl_nijl_azumakagami_0000042847,補遺・延応二年正月二十七日,
nij02-nijl_nijl_nijl_azumakagami_0000032722,建長四年八月十三日,C.E. 1252-09-18
nij02-nijl_nijl_nijl_azumakagami_0000009524,文治五年九月九日,C.E. 1189-10-20
nij02-nijl_nijl_nijl_azumakagami_0000028392,寛元三年四月六日,C.E. 1245-05-03
nij02-nijl_nijl_nijl_azumakagami_0000003214,元暦元年十一月十二日,C.E. 1184-12-16
nij02-nijl_nijl_nijl_azumakagami_0000022879,寛喜三年十二月二十五日,C.E. 1232-01-18
nij02-nijl_nijl_nijl_azumakagami_0000041714,補遺・嘉禄三年七月十一日,
nij02-nijl_nijl_nijl_azumakagami_0000039332,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000039207,弘長三年八月八日,C.E. 1263-09-11
nij02-nijl_nijl_nijl_azumakagami_0000030462,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000014050,建久五年十二月二日,C.E. 1195-01-14
nij02-nijl_nijl_nijl_azumakagami_0000015396,正治二年二月六日,C.E. 1200-02-21
nij02-nijl_nijl_nijl_azumakagami_0000013379,建久四年八月十日,C.E. 1193-09-07
nij02-nijl_nijl_nijl_azumakagami_0000012560,建久三年七月八日,C.E. 1192-08-17
nij02-nijl_nijl_nijl_azumakagami_0000021807,貞応二年四月二十八日,C.E. 1223-05-29
nij02-nijl_nijl_nijl_azumakagami_0000001555,治承五年三月六日,C.E. 1181-04-21
nij02-nijl_nijl_nijl_azumakagami_0000039885,文永二年七月十日,C.E. 1265-08-22
nij02-nijl_nijl_nijl_azumakagami_0000006644,文治二年十一月二十四日,C.E. 1187-01-05
nij02-nijl_nijl_nijl_azumakagami_0000029047,寛元四年十月十六日,C.E. 1246-11-25
nij02-nijl_nijl_nijl_azumakagami_0000001528,治承五年閏二月二十七日,C.E. 1181-04-12
nij02-nijl_nijl_nijl_azumakagami_0000001719,養和元年七月二十日,C.E. 1181-08-31
nij02-nijl_nijl_nijl_azumakagami_0000041832,補遺・嘉禄三年十一月二十四日,
nij02-nijl_nijl_nijl_azumakagami_0000009696,文治五年九月十八日／十九日条別巻,C.E. 1189-10-29
nij02-nijl_nijl_nijl_azumakagami_0000016753,元久元年三月二十七日,C.E. 1204-04-28
nij02-nijl_nijl_nijl_azumakagami_0000003652,元暦二年三月三日,C.E. 1185-04-04
nij02-nijl_nijl_nijl_azumakagami_0000030342,建長二年正月十六日,C.E. 1250-02-18
nij02-nijl_nijl_nijl_azumakagami_0000042342,補遺・貞永元年八月十六日,
nij02-nijl_nijl_nijl_azumakagami_0000017469,承元元年十一月五日,C.E. 1207-11-25
nij02-nijl_nijl_nijl_azumakagami_0000012853,建久三年十二月五日,C.E. 1193-01-09
nij02-nijl_nijl_nijl_azumakagami_0000021198,承久三年六月十四日,C.E. 1221-07-05
nij02-nijl_nijl_nijl_azumakagami_0000038611,弘長元年十月四日,C.E. 1261-10-29
nij02-nijl_nijl_nijl_azumakagami_0000013819,建久五年八月十四日,C.E. 1194-08-31
nij02-nijl_nijl_nijl_azumakagami_0000019357,建暦三年九月十二日／十八日条別巻,C.E. 1213-09-27
nij02-nijl_nijl_nijl_azumakagami_0000017888,承元四年正月一日,C.E. 1210-01-27
nij02-nijl_nijl_nijl_azumakagami_0000010880,建久元年十月五日,C.E. 1190-11-04
nij02-nijl_nijl_nijl_azumakagami_0000011697,建久二年二月十七日,C.E. 1191-03-14
nij02-nijl_nijl_nijl_azumakagami_0000021887,貞応二年九月十六日,C.E. 1223-10-11
nij02-nijl_nijl_nijl_azumakagami_0000024090,文暦二年七月七日,C.E. 1235-08-22
nij02-nijl_nijl_nijl_azumakagami_0000006805,文治三年三月八日,C.E. 1187-04-18
nij02-nijl_nijl_nijl_azumakagami_0000042333,補遺・貞永元年八月十五日,
nij02-nijl_nijl_nijl_azumakagami_0000007889,文治四年四月九日,C.E. 1188-05-07
nij02-nijl_nijl_nijl_azumakagami_0000026821,仁治二年五月二十六日,C.E. 1241-07-06
nij02-nijl_nijl_nijl_azumakagami_0000026678,仁治二年二月七日,C.E. 1241-03-20
nij02-nijl_nijl_nijl_azumakagami_0000016674,建仁三年十二月十四日,C.E. 1204-01-17
nij02-nijl_nijl_nijl_azumakagami_0000016022,建仁二年正月十四日,C.E. 1202-02-08
nij02-nijl_nijl_nijl_azumakagami_0000004012,元暦二年五月一日,C.E. 1185-05-31
nij02-nijl_nijl_nijl_azumakagami_0000039609,弘長三年十二月九日,C.E. 1264-01-09
nij02-nijl_nijl_nijl_azumakagami_0000037306,文応元年七月六日,C.E. 1260-08-14
nij02-nijl_nijl_nijl_azumakagami_0000042426,補遺・貞永元年閏九月二十六日,
nij02-nijl_nijl_nijl_azumakagami_0000038959,弘長三年三月十七日,C.E. 1263-04-26
nij02-nijl_nijl_nijl_azumakagami_0000005586,文治二年三月十二日,C.E. 1186-04-03
nij02-nijl_nijl_nijl_azumakagami_0000028916,寛元四年七月十一日,C.E. 1246-08-23
nij02-nijl_nijl_nijl_azumakagami_0000011254,建久元年十一月九日,C.E. 1190-12-07
nij02-nijl_nijl_nijl_azumakagami_0000039887,文永二年七月十六日,C.E. 1265-08-28
nij02-nijl_nijl_nijl_azumakagami_0000008807,文治五年閏四月三十日,C.E. 1189-06-15
nij02-nijl_nijl_nijl_azumakagami_0000015223,正治元年十一月十八日,C.E. 1199-12-07
nij02-nijl_nijl_nijl_azumakagami_0000002147,寿永元年八月五日,C.E. 1182-09-04
nij02-nijl_nijl_nijl_azumakagami_0000024060,文暦二年閏六月十五日,C.E. 1235-07-31
nij02-nijl_nijl_nijl_azumakagami_0000027013,仁治二年十月二十二日,C.E. 1241-11-26
nij02-nijl_nijl_nijl_azumakagami_0000017782,承元三年九月二十九日,C.E. 1209-10-29
nij02-nijl_nijl_nijl_azumakagami_0000010251,文治六年三月九日,C.E. 1190-04-15
nij02-nijl_nijl_nijl_azumakagami_0000003066,元暦元年八月六日,C.E. 1184-09-12
nij02-nijl_nijl_nijl_azumakagami_0000041910,補遺・安貞二年五月十日,
nij02-nijl_nijl_nijl_azumakagami_0000013091,建久四年四月十三日,C.E. 1193-05-15
nij02-nijl_nijl_nijl_azumakagami_0000035252,正嘉元年八月十五日,C.E. 1257-09-24
nij02-nijl_nijl_nijl_azumakagami_0000006761,文治三年二月二十八日,C.E. 1187-04-08
nij02-nijl_nijl_nijl_azumakagami_0000034486,建長八年六月二十九日,C.E. 1256-07-22
nij02-nijl_nijl_nijl_azumakagami_0000016649,建仁三年十一月十五日,C.E. 1203-12-19
nij02-nijl_nijl_nijl_azumakagami_0000025417,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000002544,寿永三年二月二十日,C.E. 1184-04-02
nij02-nijl_nijl_nijl_azumakagami_0000013478,建久四年十一月五日,C.E. 1193-11-30
nij02-nijl_nijl_nijl_azumakagami_0000000700,治承四年八月二十八日,C.E. 1180-09-19
nij02-nijl_nijl_nijl_azumakagami_0000032440,建長四年四月三十日,C.E. 1252-06-08
nij02-nijl_nijl_nijl_azumakagami_0000019624,建保二年九月二十二日,C.E. 1214-10-26
nij02-nijl_nijl_nijl_azumakagami_0000013954,建久五年十月十三日,C.E. 1194-11-27
nij02-nijl_nijl_nijl_azumakagami_0000018222,建暦元年九月十二日,C.E. 1211-10-20
nij02-nijl_nijl_nijl_azumakagami_0000006292,文治二年七月二十七日,C.E. 1186-08-13
nij02-nijl_nijl_nijl_azumakagami_0000020224,建保六年四月二十九日,C.E. 1218-05-25
nij02-nijl_nijl_nijl_azumakagami_0000026382,延応二年正月十七日,C.E. 1240-02-11
nij02-nijl_nijl_nijl_azumakagami_0000037196,文応元年四月二十六日,C.E. 1260-06-06
nij02-nijl_nijl_nijl_azumakagami_0000039245,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000007252,文治三年八月十九日,C.E. 1187-09-22
nij02-nijl_nijl_nijl_azumakagami_0000006664,文治二年十一月二十四日,C.E. 1187-01-05
nij02-nijl_nijl_nijl_azumakagami_0000028194,寛元二年九月十九日,C.E. 1244-10-22
nij02-nijl_nijl_nijl_azumakagami_0000018890,建暦三年五月二日,C.E. 1213-05-23
nij02-nijl_nijl_nijl_azumakagami_0000030604,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000016354,建仁三年八月四日,C.E. 1203-09-10
nij02-nijl_nijl_nijl_azumakagami_0000005124,文治元年十二月二十六日,C.E. 1186-01-18
nij02-nijl_nijl_nijl_azumakagami_0000040832,補遺・嘉禄元年五月二日,
nij02-nijl_nijl_nijl_azumakagami_0000028713,寛元四年十二月二十五日,C.E. 1247-02-02
nij02-nijl_nijl_nijl_azumakagami_0000014101,建久五年十二月二十六日,C.E. 1195-02-07
nij02-nijl_nijl_nijl_azumakagami_0000031392,建長三年三月六日,C.E. 1251-03-29
nij02-nijl_nijl_nijl_azumakagami_0000024926,嘉禎三年四月二十三日,C.E. 1237-05-19
nij02-nijl_nijl_nijl_azumakagami_0000012891,建久三年十二月十四日,C.E. 1193-01-18
nij02-nijl_nijl_nijl_azumakagami_0000000319,治承四年六月十九日,C.E. 1180-07-13
nij02-nijl_nijl_nijl_azumakagami_0000029905,宝治二年正月三日,C.E. 1248-01-30
nij02-nijl_nijl_nijl_azumakagami_0000008982,文治五年六月二十七日,C.E. 1189-08-10
nij02-nijl_nijl_nijl_azumakagami_0000033687,建長六年正月十六日,C.E. 1254-02-05
nij02-nijl_nijl_nijl_azumakagami_0000040470,補遺・建保七年二月一日,
nij02-nijl_nijl_nijl_azumakagami_0000006305,文治二年七月二十八日,C.E. 1186-08-14
nij02-nijl_nijl_nijl_azumakagami_0000041221,補遺・嘉禄二年二月一日,
nij02-nijl_nijl_nijl_azumakagami_0000018498,建暦二年九月十五日,C.E. 1212-10-11
nij02-nijl_nijl_nijl_azumakagami_0000022068,貞応三年七月五日／六日条別巻／九日条別巻,C.E. 1224-07-22
nij02-nijl_nijl_nijl_azumakagami_0000037012,正元二年三月二十一日,C.E. 1260-05-02
nij02-nijl_nijl_nijl_azumakagami_0000017031,元久二年六月二十一日,C.E. 1205-07-09
nij02-nijl_nijl_nijl_azumakagami_0000028827,寛元四年四月十九日,C.E. 1246-05-06
nij02-nijl_nijl_nijl_azumakagami_0000033457,建長五年八月十五日,C.E. 1253-09-09
nij02-nijl_nijl_nijl_azumakagami_0000022627,寛喜元年十二月四日,C.E. 1229-12-21
nij02-nijl_nijl_nijl_azumakagami_0000000089,序小見出名なし,
nij02-nijl_nijl_nijl_azumakagami_0000015243,正治元年十二月十八日,C.E. 1200-01-06
nij02-nijl_nijl_nijl_azumakagami_0000033588,建長五年十二月二十二日,C.E. 1254-01-12
nij02-nijl_nijl_nijl_azumakagami_0000039770,文永二年三月七日,C.E. 1265-03-25
nij02-nijl_nijl_nijl_azumakagami_0000003750,元暦二年三月二十二日,C.E. 1185-04-23
nij02-nijl_nijl_nijl_azumakagami_0000036774,正元二年正月十一日,C.E. 1260-02-23
nij02-nijl_nijl_nijl_azumakagami_0000016771,元久元年四月十八日,C.E. 1204-05-19
nij02-nijl_nijl_nijl_azumakagami_0000016001,建仁二年年頭,C.E. 1202-01-26
nij02-nijl_nijl_nijl_azumakagami_0000006529,文治二年九月二十五日,C.E. 1186-11-07
nij02-nijl_nijl_nijl_azumakagami_0000040133,文永三年三月二十九日,C.E. 1266-05-05
nij02-nijl_nijl_nijl_azumakagami_0000019436,建暦三年十一月三十日,C.E. 1214-01-12
nij02-nijl_nijl_nijl_azumakagami_0000026882,仁治二年七月二十七日,C.E. 1241-09-04
nij02-nijl_nijl_nijl_azumakagami_0000013957,建久五年十月十七日,C.E. 1194-12-01
nij02-nijl_nijl_nijl_azumakagami_0000040261,補遺・文治二年小見出名なし,
nij02-nijl_nijl_nijl_azumakagami_0000018045,承元四年十一月二十日,C.E. 1210-12-07
nij02-nijl_nijl_nijl_azumakagami_0000030990,建長二年十一月二十八日,C.E. 1250-12-22
nij02-nijl_nijl_nijl_azumakagami_0000016293,建仁三年五月五日,C.E. 1203-06-15
nij02-nijl_nijl_nijl_azumakagami_0000028616,寛元三年八月二十四日／二十六日条別巻,C.E. 1245-09-16
nij02-nijl_nijl_nijl_azumakagami_0000007863,文治四年四月二日,C.E. 1188-04-30
nij02-nijl_nijl_nijl_azumakagami_0000006810,文治三年三月十日,C.E. 1187-04-20
nij02-nijl_nijl_nijl_azumakagami_0000008273,文治四年九月三日,C.E. 1188-09-25
nij02-nijl_nijl_nijl_azumakagami_0000038156,弘長元年四月二十五日（１）,C.E. 1261-05-25
nij02-nijl_nijl_nijl_azumakagami_0000041803,補遺・嘉禄三年十一月十六日,
nij02-nijl_nijl_nijl_azumakagami_0000034756,建長八年八月二十三日,C.E. 1256-09-13
nij02-nijl_nijl_nijl_azumakagami_0000006372,文治二年閏七月二十九日,C.E. 1186-09-14
nij02-nijl_nijl_nijl_azumakagami_0000039394,弘長三年八月十四日,C.E. 1263-09-17
nij02-nijl_nijl_nijl_azumakagami_0000006770,文治三年三月二日,C.E. 1187-04-12
nij02-nijl_nijl_nijl_azumakagami_0000005210,文治二年正月七日,C.E. 1186-01-29
nij02-nijl_nijl_nijl_azumakagami_0000036756,正元二年正月十一日,C.E. 1260-02-23
nij02-nijl_nijl_nijl_azumakagami_0000007369,文治三年十月一日,C.E. 1187-11-02
nij02-nijl_nijl_nijl_azumakagami_0000039653,文永二年十二月二十九日,C.E. 1266-02-05
nij02-nijl_nijl_nijl_azumakagami_0000039142,弘長三年七月十六日,C.E. 1263-08-21
nij02-nijl_nijl_nijl_azumakagami_0000003926,元暦二年四月二十一日,C.E. 1185-05-22
nij02-nijl_nijl_nijl_azumakagami_0000024543,嘉禎二年七月十七日,C.E. 1236-08-20
nij02-nijl_nijl_nijl_azumakagami_0000022607,寛喜元年十月二十二日,C.E. 1229-11-09
nij02-nijl_nijl_nijl_azumakagami_0000007280,文治三年八月二十七日,C.E. 1187-09-30
