URI,wareki,year
nij02-nijl_nijl_nijl_azumakagami_0000031034,建長二年十二月十三日,C.E. 1251-01-06
nij02-nijl_nijl_nijl_azumakagami_0000026249,延応元年十一月一日,C.E. 1239-11-27
nij02-nijl_nijl_nijl_azumakagami_0000007128,文治三年七月十九日,C.E. 1187-08-24
nij02-nijl_nijl_nijl_azumakagami_0000039442,弘長三年八月十五日,C.E. 1263-09-18
nij02-nijl_nijl_nijl_azumakagami_0000041342,補遺・嘉禄二年九月九日,
nij02-nijl_nijl_nijl_azumakagami_0000001682,治承五年六月二十一日,C.E. 1181-08-03
nij02-nijl_nijl_nijl_azumakagami_0000005252,文治二年正月十九日,C.E. 1186-02-10
nij02-nijl_nijl_nijl_azumakagami_0000011216,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000009972,文治五年十二月二十六日,C.E. 1190-02-02
nij02-nijl_nijl_nijl_azumakagami_0000025108,嘉禎三年十月四日,C.E. 1237-10-24
nij02-nijl_nijl_nijl_azumakagami_0000007723,文治四年二月二日,C.E. 1188-03-01
nij02-nijl_nijl_nijl_azumakagami_0000034508,建長八年六月二十九日,C.E. 1256-07-22
nij02-nijl_nijl_nijl_azumakagami_0000019075,建暦三年五月六日,C.E. 1213-05-27
nij02-nijl_nijl_nijl_azumakagami_0000030739,建長二年三月二十六日,C.E. 1250-04-29
nij02-nijl_nijl_nijl_azumakagami_0000023745,文暦二年正月十二日,C.E. 1235-02-01
nij02-nijl_nijl_nijl_azumakagami_0000023524,文暦二年六月十九日,C.E. 1235-07-05
nij02-nijl_nijl_nijl_azumakagami_0000025430,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000006535,文治二年九月二十九日,C.E. 1186-11-11
nij02-nijl_nijl_nijl_azumakagami_0000005481,文治二年三月二日,C.E. 1186-03-24
nij02-nijl_nijl_nijl_azumakagami_0000034713,建長八年八月十六日,C.E. 1256-09-06
nij02-nijl_nijl_nijl_azumakagami_0000004892,文治元年十一月十五日,C.E. 1185-12-08
nij02-nijl_nijl_nijl_azumakagami_0000013913,建久五年九月六日,C.E. 1194-10-21
nij02-nijl_nijl_nijl_azumakagami_0000028742,寛元四年正月十二日,C.E. 1246-01-30
nij02-nijl_nijl_nijl_azumakagami_0000015911,建仁元年九月十五日,C.E. 1201-10-13
nij02-nijl_nijl_nijl_azumakagami_0000013639,建久五年三月九日,C.E. 1194-04-01
nij02-nijl_nijl_nijl_azumakagami_0000006971,文治三年四月二十三日,C.E. 1187-06-01
nij02-nijl_nijl_nijl_azumakagami_0000037666,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000009912,文治五年十一月十八日,C.E. 1189-12-27
nij02-nijl_nijl_nijl_azumakagami_0000005949,文治二年五月十七日,C.E. 1186-06-06
nij02-nijl_nijl_nijl_azumakagami_0000041654,補遺・嘉禄三年五月十四日,
nij02-nijl_nijl_nijl_azumakagami_0000021322,承久三年六月十八日,C.E. 1221-07-09
nij02-nijl_nijl_nijl_azumakagami_0000007877,文治四年四月九日,C.E. 1188-05-07
nij02-nijl_nijl_nijl_azumakagami_0000011958,建久二年六月十七日,C.E. 1191-07-10
nij02-nijl_nijl_nijl_azumakagami_0000014635,建久六年七月二日,C.E. 1195-08-08
nij02-nijl_nijl_nijl_azumakagami_0000034876,康元元年十二月二十日,C.E. 1257-01-07
nij02-nijl_nijl_nijl_azumakagami_0000018961,建暦三年五月三日,C.E. 1213-05-24
nij02-nijl_nijl_nijl_azumakagami_0000024320,嘉禎元年十二月二十七日,C.E. 1236-02-05
nij02-nijl_nijl_nijl_azumakagami_0000018582,建暦三年十二月二十九日,C.E. 1214-02-10
nij02-nijl_nijl_nijl_azumakagami_0000032375,建長四年四月十四日,C.E. 1252-05-23
nij02-nijl_nijl_nijl_azumakagami_0000040829,補遺・嘉禄元年五月一日,
nij02-nijl_nijl_nijl_azumakagami_0000015830,建仁元年五月十四日,C.E. 1201-06-16
nij02-nijl_nijl_nijl_azumakagami_0000011822,建久二年五月三日,C.E. 1191-05-27
nij02-nijl_nijl_nijl_azumakagami_0000000987,治承四年十月十七日,C.E. 1180-11-06
nij02-nijl_nijl_nijl_azumakagami_0000013101,建久四年四月二十九日,C.E. 1193-05-31
nij02-nijl_nijl_nijl_azumakagami_0000018072,承元五年年頭,C.E. 1211-01-17
nij02-nijl_nijl_nijl_azumakagami_0000016942,元久二年年頭,C.E. 1205-01-22
nij02-nijl_nijl_nijl_azumakagami_0000017001,元久二年五月十二日,C.E. 1205-06-01
nij02-nijl_nijl_nijl_azumakagami_0000011158,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000025141,嘉禎三年十二月十日,C.E. 1237-12-28
nij02-nijl_nijl_nijl_azumakagami_0000017598,承元二年七月五日,C.E. 1208-08-17
nij02-nijl_nijl_nijl_azumakagami_0000030894,建長二年八月十八日,C.E. 1250-09-15
nij02-nijl_nijl_nijl_azumakagami_0000023193,寛喜四年三月三日／九日条別巻／十三日条別巻／十四日条別巻／十五日条別巻,C.E. 1232-03-26
nij02-nijl_nijl_nijl_azumakagami_0000003175,元暦元年十月六日,C.E. 1184-11-10
nij02-nijl_nijl_nijl_azumakagami_0000037398,文応元年九月五日,C.E. 1260-10-11
nij02-nijl_nijl_nijl_azumakagami_0000031337,建長三年正月二十日,C.E. 1251-02-12
nij02-nijl_nijl_nijl_azumakagami_0000038736,弘長三年正月一日,C.E. 1263-02-10
nij02-nijl_nijl_nijl_azumakagami_0000022631,寛喜元年十二月十日／十三日条別巻,C.E. 1229-12-27
nij02-nijl_nijl_nijl_azumakagami_0000037943,文応二年二月七日,C.E. 1261-03-09
nij02-nijl_nijl_nijl_azumakagami_0000027296,寛元元年六月二十日,C.E. 1243-07-08
nij02-nijl_nijl_nijl_azumakagami_0000004090,元暦二年五月十五日,C.E. 1185-06-14
nij02-nijl_nijl_nijl_azumakagami_0000027677,寛元二年四月二十一日,C.E. 1244-05-29
nij02-nijl_nijl_nijl_azumakagami_0000039899,文永二年七月十六日,C.E. 1265-08-28
nij02-nijl_nijl_nijl_azumakagami_0000000238,治承四年四月九日,C.E. 1180-05-05
nij02-nijl_nijl_nijl_azumakagami_0000005862,文治二年四月三十日,C.E. 1186-05-20
nij02-nijl_nijl_nijl_azumakagami_0000004293,元暦二年六月二十一日,C.E. 1185-07-19
nij02-nijl_nijl_nijl_azumakagami_0000037954,文応二年二月七日,C.E. 1261-03-09
nij02-nijl_nijl_nijl_azumakagami_0000038006,弘長元年二月二十五日,C.E. 1261-03-27
nij02-nijl_nijl_nijl_azumakagami_0000016052,建仁二年三月八日,C.E. 1202-04-02
nij02-nijl_nijl_nijl_azumakagami_0000037711,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000038507,弘長元年八月十五日,C.E. 1261-09-11
nij02-nijl_nijl_nijl_azumakagami_0000025707,嘉禎四年六月五日,C.E. 1238-07-17
nij02-nijl_nijl_nijl_azumakagami_0000028332,寛元三年二月十日,C.E. 1245-03-09
nij02-nijl_nijl_nijl_azumakagami_0000036680,正元二年正月一日,C.E. 1260-02-13
nij02-nijl_nijl_nijl_azumakagami_0000001610,治承五年四月一日,C.E. 1181-05-15
nij02-nijl_nijl_nijl_azumakagami_0000013694,建久五年五月十日,C.E. 1194-05-31
nij02-nijl_nijl_nijl_azumakagami_0000018963,建暦三年五月三日,C.E. 1213-05-24
nij02-nijl_nijl_nijl_azumakagami_0000034008,建長六年八月十六日,C.E. 1254-09-29
nij02-nijl_nijl_nijl_azumakagami_0000034506,建長八年六月二十九日,C.E. 1256-07-22
nij02-nijl_nijl_nijl_azumakagami_0000025442,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000032320,建長四年四月十四日,C.E. 1252-05-23
nij02-nijl_nijl_nijl_azumakagami_0000000604,治承四年八月二十四日,C.E. 1180-09-15
nij02-nijl_nijl_nijl_azumakagami_0000033782,建長六年四月十八日,C.E. 1254-05-06
nij02-nijl_nijl_nijl_azumakagami_0000034919,康元二年正月一日,C.E. 1257-01-17
nij02-nijl_nijl_nijl_azumakagami_0000011386,建久元年十一月二十九日,C.E. 1190-12-27
nij02-nijl_nijl_nijl_azumakagami_0000022047,貞応三年六月二十八日,C.E. 1224-07-16
nij02-nijl_nijl_nijl_azumakagami_0000016861,元久元年八月二十二日,C.E. 1204-09-17
nij02-nijl_nijl_nijl_azumakagami_0000040052,文永三年正月二十五日,C.E. 1266-03-03
nij02-nijl_nijl_nijl_azumakagami_0000036760,正元二年正月十一日,C.E. 1260-02-23
nij02-nijl_nijl_nijl_azumakagami_0000036834,正元二年正月十四日,C.E. 1260-02-26
nij02-nijl_nijl_nijl_azumakagami_0000035103,正嘉元年四月十五日,C.E. 1257-05-30
nij02-nijl_nijl_nijl_azumakagami_0000007643,文治三年十二月七日,C.E. 1188-01-07
nij02-nijl_nijl_nijl_azumakagami_0000008757,文治五年四月二十一日,C.E. 1189-05-08
nij02-nijl_nijl_nijl_azumakagami_0000037981,弘長元年二月二十日,C.E. 1261-03-22
nij02-nijl_nijl_nijl_azumakagami_0000022009,貞応三年六月十二日,C.E. 1224-06-30
nij02-nijl_nijl_nijl_azumakagami_0000015699,正治二年十二月三日,C.E. 1201-01-09
nij02-nijl_nijl_nijl_azumakagami_0000032950,建長四年十一月十二日,C.E. 1252-12-14
nij02-nijl_nijl_nijl_azumakagami_0000001391,治承五年二月一日,C.E. 1181-02-16
nij02-nijl_nijl_nijl_azumakagami_0000025089,嘉禎三年八月十五日,C.E. 1237-09-05
nij02-nijl_nijl_nijl_azumakagami_0000022000,貞応三年六月六日,C.E. 1224-06-24
nij02-nijl_nijl_nijl_azumakagami_0000010364,建久元年四月十九日,C.E. 1190-05-24
nij02-nijl_nijl_nijl_azumakagami_0000014855,建久六年十一月十九日,C.E. 1195-12-22
nij02-nijl_nijl_nijl_azumakagami_0000033909,建長六年六月十六日,C.E. 1254-07-31
nij02-nijl_nijl_nijl_azumakagami_0000011160,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000014502,建久六年四月二十二日,C.E. 1195-06-02
nij02-nijl_nijl_nijl_azumakagami_0000024493,嘉禎二年六月六日,C.E. 1236-07-10
nij02-nijl_nijl_nijl_azumakagami_0000004381,元暦二年八月十三日,C.E. 1185-09-08
nij02-nijl_nijl_nijl_azumakagami_0000032166,建長四年四月三日,C.E. 1252-05-12
nij02-nijl_nijl_nijl_azumakagami_0000005924,文治二年五月十三日,C.E. 1186-06-02
nij02-nijl_nijl_nijl_azumakagami_0000007435,文治三年十月三日,C.E. 1187-11-04
nij02-nijl_nijl_nijl_azumakagami_0000029806,宝治元年十一月十六日,C.E. 1247-12-14
nij02-nijl_nijl_nijl_azumakagami_0000018435,建暦二年六月二十二日,C.E. 1212-07-21
nij02-nijl_nijl_nijl_azumakagami_0000026613,仁治二年正月十四日,C.E. 1241-02-26
nij02-nijl_nijl_nijl_azumakagami_0000026218,延応元年九月二十一日,C.E. 1239-10-19
nij02-nijl_nijl_nijl_azumakagami_0000041712,補遺・嘉禄三年七月十一日,
nij02-nijl_nijl_nijl_azumakagami_0000003287,元暦元年十一月二十三日,C.E. 1184-12-27
nij02-nijl_nijl_nijl_azumakagami_0000022177,貞応三年九月十六日／十七日条別巻,C.E. 1224-10-29
nij02-nijl_nijl_nijl_azumakagami_0000007869,文治四年四月九日,C.E. 1188-05-07
nij02-nijl_nijl_nijl_azumakagami_0000009490,文治五年九月七日,C.E. 1189-10-18
nij02-nijl_nijl_nijl_azumakagami_0000009979,文治六年十二月二十八日,C.E. 1191-01-25
nij02-nijl_nijl_nijl_azumakagami_0000003871,元暦二年四月十五日,C.E. 1185-05-16
nij02-nijl_nijl_nijl_azumakagami_0000009449,文治五年九月六日,C.E. 1189-10-17
nij02-nijl_nijl_nijl_azumakagami_0000025680,嘉禎四年六月五日,C.E. 1238-07-17
nij02-nijl_nijl_nijl_azumakagami_0000008902,文治五年六月九日,C.E. 1189-07-23
nij02-nijl_nijl_nijl_azumakagami_0000024628,嘉禎二年八月五日,C.E. 1236-09-06
nij02-nijl_nijl_nijl_azumakagami_0000003556,元暦二年二月十三日,C.E. 1185-03-16
nij02-nijl_nijl_nijl_azumakagami_0000026203,延応元年八月十六日,C.E. 1239-09-15
nij02-nijl_nijl_nijl_azumakagami_0000036830,正元二年正月十四日,C.E. 1260-02-26
nij02-nijl_nijl_nijl_azumakagami_0000023694,嘉禎元年十二月二十六日,C.E. 1236-02-04
nij02-nijl_nijl_nijl_azumakagami_0000008301,文治四年九月十四日,C.E. 1188-10-06
nij02-nijl_nijl_nijl_azumakagami_0000018850,建暦三年五月二日,C.E. 1213-05-23
nij02-nijl_nijl_nijl_azumakagami_0000007414,文治三年十月三日,C.E. 1187-11-04
nij02-nijl_nijl_nijl_azumakagami_0000014371,建久六年三月十二日,C.E. 1195-04-23
nij02-nijl_nijl_nijl_azumakagami_0000034477,建長八年六月二十九日,C.E. 1256-07-22
nij02-nijl_nijl_nijl_azumakagami_0000037503,文応元年十一月二十七日,C.E. 1260-12-30
nij02-nijl_nijl_nijl_azumakagami_0000030834,建長二年六月十九日,C.E. 1250-07-19
nij02-nijl_nijl_nijl_azumakagami_0000027138,仁治二年十二月二十一日／二十四日条別巻,C.E. 1242-01-23
nij02-nijl_nijl_nijl_azumakagami_0000035608,正嘉元年十二月二十四日,C.E. 1258-01-29
nij02-nijl_nijl_nijl_azumakagami_0000037445,文応元年十一月二十日,C.E. 1260-12-23
nij02-nijl_nijl_nijl_azumakagami_0000019061,建暦三年五月六日,C.E. 1213-05-27
nij02-nijl_nijl_nijl_azumakagami_0000036550,正嘉二年八月十七日,C.E. 1258-09-15
nij02-nijl_nijl_nijl_azumakagami_0000012937,建久四年正月一日,C.E. 1193-02-04
nij02-nijl_nijl_nijl_azumakagami_0000026871,仁治二年七月六日,C.E. 1241-08-14
nij02-nijl_nijl_nijl_azumakagami_0000032705,建長四年八月六日,C.E. 1252-09-11
nij02-nijl_nijl_nijl_azumakagami_0000037645,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000025263,嘉禎四年二月九日,C.E. 1238-02-24
nij02-nijl_nijl_nijl_azumakagami_0000028096,寛元二年八月十五日,C.E. 1244-09-18
nij02-nijl_nijl_nijl_azumakagami_0000018892,建暦三年五月二日,C.E. 1213-05-23
nij02-nijl_nijl_nijl_azumakagami_0000014848,建久六年十一月十九日,C.E. 1195-12-22
nij02-nijl_nijl_nijl_azumakagami_0000011317,建久元年十一月十一日,C.E. 1190-12-09
nij02-nijl_nijl_nijl_azumakagami_0000014090,建久五年十二月二十六日,C.E. 1195-02-07
nij02-nijl_nijl_nijl_azumakagami_0000002605,寿永三年二月二十七日,C.E. 1184-04-09
nij02-nijl_nijl_nijl_azumakagami_0000010036,文治六年正月十三日,C.E. 1190-02-19
nij02-nijl_nijl_nijl_azumakagami_0000037617,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000028757,寛元四年二月十日,C.E. 1246-02-27
nij02-nijl_nijl_nijl_azumakagami_0000000367,治承四年八月四日,C.E. 1180-08-26
nij02-nijl_nijl_nijl_azumakagami_0000027155,仁治二年十二月二十七日,C.E. 1242-01-29
nij02-nijl_nijl_nijl_azumakagami_0000036420,正嘉二年六月十七日,C.E. 1258-07-19
nij02-nijl_nijl_nijl_azumakagami_0000004878,文治元年十一月十二日,C.E. 1185-12-05
nij02-nijl_nijl_nijl_azumakagami_0000026245,延応元年十月二十八日,C.E. 1239-11-25
nij02-nijl_nijl_nijl_azumakagami_0000023139,寛喜四年正月四日／五日条別巻,C.E. 1232-01-27
nij02-nijl_nijl_nijl_azumakagami_0000020791,承久二年二月二十六日,C.E. 1220-04-01
nij02-nijl_nijl_nijl_azumakagami_0000014074,建久五年十二月十七日,C.E. 1195-01-29
nij02-nijl_nijl_nijl_azumakagami_0000027809,寛元二年六月十三日,C.E. 1244-07-19
nij02-nijl_nijl_nijl_azumakagami_0000024882,嘉禎三年四月二十二日,C.E. 1237-05-18
nij02-nijl_nijl_nijl_azumakagami_0000027695,寛元二年四月二十一日,C.E. 1244-05-29
nij02-nijl_nijl_nijl_azumakagami_0000016309,建仁三年五月二十九日,C.E. 1203-07-09
nij02-nijl_nijl_nijl_azumakagami_0000032940,建長四年十一月十二日,C.E. 1252-12-14
nij02-nijl_nijl_nijl_azumakagami_0000021161,承久三年六月十四日,C.E. 1221-07-05
nij02-nijl_nijl_nijl_azumakagami_0000011066,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000006725,文治三年正月二十三日,C.E. 1187-03-04
nij02-nijl_nijl_nijl_azumakagami_0000022106,貞応三年閏七月一日,C.E. 1224-08-17
nij02-nijl_nijl_nijl_azumakagami_0000006801,文治三年三月八日,C.E. 1187-04-18
nij02-nijl_nijl_nijl_azumakagami_0000028439,寛元三年六月三日,C.E. 1245-06-28
nij02-nijl_nijl_nijl_azumakagami_0000005884,文治二年五月二日,C.E. 1186-05-22
nij02-nijl_nijl_nijl_azumakagami_0000020406,建保六年九月十三日,C.E. 1218-10-04
nij02-nijl_nijl_nijl_azumakagami_0000006751,文治三年二月十六日,C.E. 1187-03-27
nij02-nijl_nijl_nijl_azumakagami_0000035340,正嘉元年九月二十四日,C.E. 1257-11-01
nij02-nijl_nijl_nijl_azumakagami_0000004617,文治元年十月十八日,C.E. 1185-11-11
nij02-nijl_nijl_nijl_azumakagami_0000026691,仁治二年二月十六日,C.E. 1241-03-29
nij02-nijl_nijl_nijl_azumakagami_0000013855,建久五年閏八月一日,C.E. 1194-09-16
nij02-nijl_nijl_nijl_azumakagami_0000029057,寛元四年十月十九日,C.E. 1246-11-28
nij02-nijl_nijl_nijl_azumakagami_0000018721,建暦三年三月九日,C.E. 1213-04-01
nij02-nijl_nijl_nijl_azumakagami_0000021913,貞応三年十二月三日／二十日条別巻,C.E. 1225-01-13
nij02-nijl_nijl_nijl_azumakagami_0000033262,建長五年正月十六日,C.E. 1253-02-15
nij02-nijl_nijl_nijl_azumakagami_0000031963,建長四年袖書,C.E. 1252-02-12
nij02-nijl_nijl_nijl_azumakagami_0000028755,寛元四年二月九日,C.E. 1246-02-26
nij02-nijl_nijl_nijl_azumakagami_0000034651,建長八年八月十五日,C.E. 1256-09-05
nij02-nijl_nijl_nijl_azumakagami_0000034676,建長八年八月十五日,C.E. 1256-09-05
nij02-nijl_nijl_nijl_azumakagami_0000020796,承久二年四月三日,C.E. 1220-05-06
nij02-nijl_nijl_nijl_azumakagami_0000001520,治承五年閏二月二十五日,C.E. 1181-04-10
nij02-nijl_nijl_nijl_azumakagami_0000038027,弘長元年二月二十九日,C.E. 1261-03-31
nij02-nijl_nijl_nijl_azumakagami_0000043143,補遺・寛元四年六月十日,
nij02-nijl_nijl_nijl_azumakagami_0000021393,承久三年六月十八日,C.E. 1221-07-09
nij02-nijl_nijl_nijl_azumakagami_0000026612,仁治二年正月十四日,C.E. 1241-02-26
nij02-nijl_nijl_nijl_azumakagami_0000039343,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000023231,貞永元年七月八日,C.E. 1232-07-27
nij02-nijl_nijl_nijl_azumakagami_0000030324,建長二年正月三日,C.E. 1250-02-05
nij02-nijl_nijl_nijl_azumakagami_0000039568,弘長三年十一月十六日,C.E. 1263-12-18
nij02-nijl_nijl_nijl_azumakagami_0000012397,建久三年三月二日,C.E. 1192-04-15
nij02-nijl_nijl_nijl_azumakagami_0000027952,寛元二年袖書,C.E. 1244-02-10
nij02-nijl_nijl_nijl_azumakagami_0000037033,正元二年三月二十一日,C.E. 1260-05-02
nij02-nijl_nijl_nijl_azumakagami_0000042206,補遺・寛喜三年正月十九日,
nij02-nijl_nijl_nijl_azumakagami_0000005853,文治二年四月二十四日,C.E. 1186-05-14
nij02-nijl_nijl_nijl_azumakagami_0000018592,建暦三年正月一日,C.E. 1213-01-24
nij02-nijl_nijl_nijl_azumakagami_0000032319,建長四年四月十四日,C.E. 1252-05-23
nij02-nijl_nijl_nijl_azumakagami_0000006841,文治三年三月十九日,C.E. 1187-04-29
nij02-nijl_nijl_nijl_azumakagami_0000029580,宝治元年六月二十二日,C.E. 1247-07-25
nij02-nijl_nijl_nijl_azumakagami_0000031235,建長三年正月七日,C.E. 1251-01-30
nij02-nijl_nijl_nijl_azumakagami_0000021696,承久三年十二月三日,C.E. 1222-01-16
nij02-nijl_nijl_nijl_azumakagami_0000036561,正嘉二年八月二十日,C.E. 1258-09-18
nij02-nijl_nijl_nijl_azumakagami_0000022305,安貞二年五月七日／八日条別巻／十日条別巻,C.E. 1228-06-10
nij02-nijl_nijl_nijl_azumakagami_0000034530,建長八年七月十七日,C.E. 1256-08-08
nij02-nijl_nijl_nijl_azumakagami_0000023281,貞永元年閏九月十七日／十八日条別巻／二十日条別巻／二十一日条別巻／二十六日条別巻／十月二日条別巻／十月五日条別巻／十月七日条別巻,C.E. 1232-11-01
nij02-nijl_nijl_nijl_azumakagami_0000011871,建久二年五月八日,C.E. 1191-06-01
nij02-nijl_nijl_nijl_azumakagami_0000010836,建久元年十月二日,C.E. 1190-11-01
nij02-nijl_nijl_nijl_azumakagami_0000035910,正嘉二年正月七日,C.E. 1258-02-11
nij02-nijl_nijl_nijl_azumakagami_0000010067,文治六年正月十九日,C.E. 1190-02-25
nij02-nijl_nijl_nijl_azumakagami_0000012997,建久四年三月四日,C.E. 1193-04-07
nij02-nijl_nijl_nijl_azumakagami_0000039338,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000023620,文暦二年九月一日,C.E. 1235-10-14
nij02-nijl_nijl_nijl_azumakagami_0000019618,建保二年八月二十九日,C.E. 1214-10-04
nij02-nijl_nijl_nijl_azumakagami_0000025001,嘉禎三年六月二十三日,C.E. 1237-07-16
nij02-nijl_nijl_nijl_azumakagami_0000030934,建長二年八月十八日,C.E. 1250-09-15
